event,type,num_agents,node_cost,node_cost-std,edge_cost,edge_cost-std,message_count,message_count-std,num_changes,num_changes-std,announce_msg_count,announce_msg_count-std,announce_res_msg_count,announce_res_msg_count-std,add_me_count,add_me_count-std,child_added_count,child_added_count-std,parent_assigned_count,parent_assigned_count-std,already_active_count,already_active_count-std,ping_msg_count,ping_msg_count-std,ping_msg_resp_count,ping_msg_resp_count-std,constraint_changed_count,constraint_changed_count-std
add_agent:0,add_agent,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
add_agent:2,add_agent,2,-21887.35750341911,12542.828528830838,-10472.107524620013,8507.70785974293,7.88,0.5878775382679627,1.96,0.19595917942265428,2.02,0.6779380502671317,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.22,0.41424630354415953,0.22,0.41424630354415953,0.0,0.0
add_agent:27,add_agent,3,-30882.507418305784,14185.806580094768,-16106.821391630167,9788.709114246336,16.26,6.51708523804929,3.74,1.425622670975739,6.1,3.3120990323358384,2.68,1.6178998732925352,1.84,0.8089499366462676,1.62,0.4853864439804637,1.62,0.4853864439804637,0.22,0.5015974481593781,3.12,1.1249888888340185,3.12,1.1249888888340185,0.0,0.0
add_agent:1,add_agent,4,-49355.66855043671,21606.714621339732,-25024.059081542473,13002.429216002585,33.76,8.071084189871891,7.12,1.9353552645444718,15.26,4.857200839990045,6.82,3.1221146679774594,3.78,1.1711532777565883,2.62,0.4853864439804637,2.62,0.4853864439804637,1.16,1.2224565431948895,7.74,2.1523010941780423,7.74,2.1523010941780423,0.0,0.0
add_agent:26,add_agent,5,-64726.34889854485,26014.216873605765,-33738.668428277255,15234.17976637018,52.66,11.53882143028481,10.7,2.6776855677991764,26.66,8.336929890553236,11.98,5.61245044521553,5.66,1.7844887222955483,3.52,0.6399999999999998,3.52,0.6399999999999998,2.14,1.8974720024284937,15.96,3.7839661732103265,15.94,3.7810580529793514,0.0,0.0
add_agent:38,add_agent,6,-76522.91822926297,28340.884366782575,-40298.017033383534,16071.282462182022,74.6,14.989329538041387,14.74,3.236108774438832,42.48,13.407818614524887,18.58,9.556338210842059,7.9,2.920616373302047,4.4,0.5656854249492379,4.4,0.5656854249492379,3.5,2.9748949561287032,24.58,4.707823276207382,24.58,4.707823276207382,0.0,0.0
add_agent:3,add_agent,7,-85607.26782554481,31321.085252375957,-44421.67671268756,17371.15064578667,88.04,15.057171049038397,16.9,4.031128874149274,59.36,16.697017697780645,26.34,11.107853077890434,9.88,3.024169307429728,4.96,0.7472616676907763,4.96,0.7472616676907763,4.92,3.3035738223929547,35.2,6.858571279792898,35.14,6.7764592524415,0.0,0.0
add_agent:10,add_agent,8,-94176.91878954529,33001.033908976555,-50542.17289615214,18703.927717019047,102.72,21.303558388212988,19.12,4.998559792580259,84.4,25.141996738524966,37.5,15.697452022541748,12.54,3.884378972242538,5.52,0.8772684879784521,5.52,0.8772684879784521,7.02,4.086514407169025,48.46,7.220000000000001,48.46,7.220000000000001,0.0,0.0
add_agent:7,add_agent,9,-104785.87631744744,33541.068875207144,-56612.22300906833,18277.458758915123,125.16,27.173781481420654,22.48,5.845476883882101,122.88,37.508207101913044,56.84,23.898418357707275,16.52,5.200922995007714,6.32,0.9042123644365851,6.32,0.9042123644365851,10.2,5.377731863899501,64.18,8.04907448095742,64.1,8.030566605165543,0.0,0.0
add_agent:8,add_agent,10,-115046.13966478751,34434.083786634765,-61835.94990843896,18606.148556591797,143.72,32.647229591498274,24.8,6.948381106416083,165.12,40.988115350672075,76.4,24.907027120874943,20.58,5.466589430348688,7.0,0.9797958971132712,7.0,0.9797958971132712,13.58,5.7169572326544476,82.98,9.578079139368183,82.98,9.578079139368183,0.0,0.0
