event,type,num_agents,node_cost,node_cost-std,edge_cost,edge_cost-std,message_count,message_count-std,num_changes,num_changes-std,announce_msg_count,announce_msg_count-std,announce_res_msg_count,announce_res_msg_count-std,add_me_count,add_me_count-std,child_added_count,child_added_count-std,parent_assigned_count,parent_assigned_count-std,already_active_count,already_active_count-std,ping_msg_count,ping_msg_count-std,ping_msg_resp_count,ping_msg_resp_count-std,constraint_changed_count,constraint_changed_count-std
add_agent:0,add_agent,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
add_agent:1,add_agent,2,-16849.336039481022,10990.642935653275,-5408.5337066741295,15347.013353567349,4.0,0.0,2.0,0.0,2.4,1.019803902718557,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0
add_agent:8,add_agent,3,-16849.336039481022,10990.642935653275,-5408.5337066741295,15347.013353567349,5.0,0.0,2.0,0.0,3.4,1.019803902718557,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.8,0.4000000000000001,1.8,0.4000000000000001,0.0,0.0
add_agent:29,add_agent,4,-19006.836039481022,9615.227529410206,-8607.411342267183,13010.210489062381,9.8,1.5999999999999999,2.8,1.6000000000000003,11.6,3.9293765408777004,3.2,1.469693845669907,2.2,0.39999999999999997,2.2,0.39999999999999997,2.2,0.39999999999999997,0.0,0.0,6.6,1.7435595774162693,6.6,1.7435595774162693,0.0,0.0
add_agent:2,add_agent,5,-19006.836039481022,9615.227529410206,-8607.411342267183,13010.210489062381,12.8,1.8330302779823358,2.8,1.6000000000000003,18.8,8.997777503361595,5.8,1.9390719429665317,3.0,0.0,2.6,0.4898979485566356,2.6,0.4898979485566356,0.4,0.48989794855663565,13.0,1.2649110640673518,13.0,1.2649110640673518,0.0,0.0
add_agent:4,add_agent,6,-25068.079994477735,17800.193554725094,-9320.049423301238,17106.91169777614,22.8,7.386474125047755,3.6,1.4966629547095767,51.0,31.887301547794852,21.0,16.1245154965971,7.2,4.069397989875161,3.4,0.4898979485566356,3.4,0.4898979485566356,3.8,4.261455150532504,20.8,2.7856776554368237,20.8,2.7856776554368237,0.0,0.0
add_agent:10,add_agent,7,-30499.632965706558,19745.752034256187,-11293.995467190589,15710.890552510939,29.6,5.425863986500215,4.0,1.7888543819998317,76.0,40.28399185780873,31.0,17.1697408250678,9.4,3.3823069050575527,4.0,0.8944271909999159,4.0,0.8944271909999159,5.4,4.079215610874228,32.0,7.536577472566709,32.0,7.536577472566709,0.0,0.0
add_agent:39,add_agent,8,-31218.599680265943,19130.423512739402,-10023.962181749976,16827.363623914734,35.8,4.261455150532504,4.4,1.4966629547095764,100.6,28.089855820206694,45.4,13.52922762023021,12.2,3.6,4.2,0.9797958971132712,4.2,0.9797958971132712,8.0,4.47213595499958,41.6,8.380930735902785,41.4,8.138795979750322,0.0,0.0
add_agent:3,add_agent,9,-31218.599680265943,19130.423512739402,-8877.962191514098,17327.547912916532,44.6,4.176122603564219,4.6,1.7435595774162693,146.4,47.60924280011183,67.6,21.247117451550928,16.0,3.521363372331802,4.6,1.3564659966250536,4.6,1.3564659966250536,11.4,4.8,52.8,10.979981785048643,52.8,10.979981785048643,0.0,0.0
add_agent:6,add_agent,10,-33636.733589013726,17632.625272668898,-9771.573001069743,17331.17650043969,57.2,8.084553172563094,5.0,1.2649110640673518,201.2,39.78642984737384,98.6,18.596773913773326,21.6,6.019966777316965,5.0,1.4142135623730951,5.0,1.4142135623730951,16.6,7.337574531137657,65.6,12.59523719506703,65.6,12.59523719506703,0.0,0.0
