event,type,num_agents,edge_cost,edge_cost-std,message_count,message_count-std
add_agent:94,add_agent,95,-82354.14528308916,18228.25801755423,49934.0,2748.080057058018
add_agent:95,add_agent,96,-83644.2968242917,17524.32189200314,50986.0,2792.250705076462
add_agent:96,add_agent,97,-83113.39725697714,17409.142199549144,52048.0,2836.430150735251
add_agent:97,add_agent,98,-85933.97124761868,17513.754606118822,53122.0,2882.4392448063845
add_agent:98,add_agent,99,-87755.19024171986,15678.311737727192,54208.0,2930.285992868273
add_agent:99,add_agent,100,-87357.5482903902,17356.834840653457,55304.0,2978.1511042927286
change_constraint:93-22:-0.464;-3.046;-2.633,change_constraint,100,-87137.24454125899,18099.6672295899,56400.0,3026.0337076774276
change_constraint:41-40:-0.171;4.937;1.638,change_constraint,100,-88429.52751427508,18577.903066796043,57496.0,3073.93298560655
change_constraint:13-71:-0.923;-0.872;2.493,change_constraint,100,-85675.44595791696,22200.20315120329,58592.0,3121.8481705553845
change_constraint:3-12:-3.198;-3.196;-2.536,change_constraint,100,-86724.58525448007,19122.85804532105,59688.0,3169.7785411602495
change_constraint:84-2:0.845;0.017;4.195,change_constraint,100,-85819.7538188964,18874.822451990873,60784.0,3217.7234188164775
change_constraint:41-48:1.908;-2.583;0.167,change_constraint,100,-84036.45644731223,19045.926151770658,61880.0,3265.682164571439
change_constraint:55-34:-0.187;0.211;-2.119,change_constraint,100,-83380.94254131286,20009.953404380205,62976.0,3313.6541762833367
change_constraint:3-1:-0.333;2.052;-4.177,change_constraint,100,-85793.59772899866,20261.511358098425,64072.0,3361.6388860197344
change_constraint:79-78:4.854;0.776;-0.939,change_constraint,100,-86326.48494091208,19469.4069230473,65168.0,3409.6357576726577
change_constraint:38-52:0.027;-4.37;4.926,change_constraint,100,-86643.67867929208,16533.861402121252,66264.0,3457.6442847696176
remove_agent:20,remove_agent,99,-86121.20077805163,15392.024054602158,67334.0,3498.6488820686195
remove_agent:32,remove_agent,98,-85699.38989118204,13911.759820593106,68388.0,3534.7610951802667
remove_agent:23,remove_agent,97,-83980.96417168148,13551.828445867946,69424.0,3573.2315905913515
remove_agent:67,remove_agent,96,-84701.70039623584,16035.296590010204,70440.0,3604.3307284432153
remove_agent:95,remove_agent,95,-82753.98029849437,15635.465470266492,71432.0,3626.918251077628
remove_agent:38,remove_agent,94,-82326.9491195785,14844.088978073072,72404.0,3650.0717801161118
remove_agent:57,remove_agent,93,-79119.59342303414,15697.5369326079,73350.0,3670.7655877214497
remove_agent:87,remove_agent,92,-76768.2061614549,16666.503183359968,74276.0,3682.6110302338475
remove_agent:93,remove_agent,91,-75995.72994709962,17264.49631060549,75180.0,3685.5555890530263
remove_agent:88,remove_agent,90,-73217.82210798937,16439.067368790846,76066.0,3682.198256476693
